customer_tweet_id,customer_text,customer_author_id,tweet_id,author_id,inbound,created_at,brand_response_text,response_tweet_id,in_response_to_tweet_id,tweet_id_str,intent_label,action_label
2137284,Trying to get @85148 new Ep but the iTunes card isn’t working 😭💔@118721 https://t.co/3h1iv8WSYK,628694,2137282,AppleSupport,False,Wed Nov 08 21:37:00 +0000 2017,@628694 Our iTunes support team will be glad to partner with you on this. They can be reached here: https://t.co/SDIe7UiyJN,2137283,2137284.0,2137282,,
1986574,Am seeing both -104 and -128.,588051,1986577,AppleSupport,False,Wed Oct 18 20:50:57 +0000 2017,@588051 Thank you for those details. Please DM us via the following link and we'll help you further from there. https://t.co/GDrqU22YpT,,1986574.0,1986577,,
1582157,"Hey @115858, why the hell does the letter “I️” look like this?!?!  #AppleProblems #FixThis",487007,1582156,AppleSupport,False,Sat Nov 04 20:03:00 +0000 2017,@487007 We want to help get your device working as it should. Take a look at this article: https://t.co/xU1AGHStV6,,1582157.0,1582156,,
1690725,@115858 fix this “i” issue,513291,1690724,AppleSupport,False,Mon Nov 06 20:31:16 +0000 2017,@513291 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,1690725.0,1690724,,
2322549,"Is anyone else having to constantly rescan their fingerprint everyday, since the latest iOS 11.1.1 update. #iOS11 #iPhone8 @AppleSupport",299830,2322547,AppleSupport,False,Mon Nov 13 14:30:00 +0000 2017,"@299830 We can help find out why you’re having to do that. To start, have you tried restarting the iPhone since this started happening? If not, let’s try that now please.

Also, has there been any accidental or liquid damage to the iPhone?",2322548,2322549.0,2322547,,
2544484,why everytime I type “is” does my phone autocorrect to “I.S.I.S” automatically? I’ve literally never typed isis before,723292,2544482,AppleSupport,False,Mon Oct 30 13:27:29 +0000 2017,@723292 Send us a DM and let us know what version of iOS you're running. We'll go from there. https://t.co/GDrqU22YpT,2544483,2544484.0,2544482,,
1699827,So  when are y’all going to fix this“I️ “? 🤔,515482,1699826,AppleSupport,False,Mon Nov 06 21:10:29 +0000 2017,@515482 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,1699827.0,1699826,,
1111376,"iPhone Jet Black está descascando e com muitas manchas, deveria pensar numa forma de deixar seus clientes satisfeitos. Ñcompre",382313,1111375,AppleSupport,False,Tue Oct 24 02:13:27 +0000 2017,"@382313 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",,1111376.0,1111375,,
974441,"Any idea why forwarded notifications from my phone (fb, Snapchat, Twitter, etc) show up with a default/grey icon?",559624,1874577,AppleSupport,False,Sat Oct 21 22:26:01 +0000 2017,"@559624 We want your notifications working for you; we'll do all we can to help. To start, connect with us in DM: https://t.co/GDrqU22YpT",,974441.0,1874577,,
2054774,Dear @115858 . Thanks for the update. Any chance you can get the weather up sorted? #soaked,607704,2054773,AppleSupport,False,Thu Oct 05 13:53:26 +0000 2017,"@607704 Getting accurate weather information is important.  Please send us a DM, so we can look into this with you. https://t.co/GDrqU22YpT",,2054774.0,2054773,,
1358128,That’s great. Except I can’t get anyone on the phone. No retail stores are taking calls and the online chat isn’t taking new chats.,436641,1358130,AppleSupport,False,Fri Oct 27 21:40:32 +0000 2017,@436641 We understand your position. Let's continue this discussion in DM. https://t.co/GDrqU22YpT,,1358128.0,1358130,,
286382,"Don’t know what have done to my iPhone but I’ve lost 30% battery in just over 1 hour, not used it any more than normal 🙄",184226,286379,AppleSupport,False,Fri Oct 06 14:36:31 +0000 2017,@184226 Have you had a chance yet to update to iOS 11.0.2? This will help you back up and update if not: https://t.co/80YRnjDFDk,"286380,286381",286382.0,286379,,
1544956,So is @115858 goin to fix these keyboard issues with the ‘I’ or we just going to keep acting like it’s ok?! I️ know I’m not the only one,478514,1544954,AppleSupport,False,Sat Nov 04 05:35:55 +0000 2017,@478514 Hey! This should help you out: https://t.co/xU1AGHStV6 Still need help? Send us a DM. https://t.co/GDrqU22YpT,1544955,1544956.0,1544954,,
1053643,I’m actually using the 11.0.3 in a iPhone SE,368957,1053641,AppleSupport,False,Mon Oct 23 14:56:41 +0000 2017,"@368957 Would you mind joining us in DM, please? We'd like to continue our conversation there. https://t.co/GDrqU22YpT",1053642,1053643.0,1053641,,
2734129,"Tras un fin de semana fuera de casa, solo en movilidad con iOS, no he parado de tener continuos reinicios de Apps, bug y sobre todo fallos con la app cámara. Que pasa con iOS 11 @115858???",766320,2734128,AppleSupport,False,Mon Nov 20 16:34:31 +0000 2017,@766320 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,,2734129.0,2734128,,
1599208,I️ don’t think it worked..,217500,1599210,AppleSupport,False,Sun Nov 05 16:12:00 +0000 2017,@217500 That's not what we like to see. Please send us a DM so we may look to further assist. https://t.co/GDrqU22YpT,,1599208.0,1599210,,
2493849,I did the new update and I’m still seeing boxes with question marks. 😤  is anyone else or just me 😫 @115858 @AppleSupport,711883,2493847,AppleSupport,False,Wed Nov 15 18:35:00 +0000 2017,"@711883 We'd love to help! Are you seeing this when you type, or when you read what others type?",2493848,2493849.0,2493847,,
2296240,"It’s crazy after so many point releases iOS 11 is still so damn buggy. Seriously, this has happened way too many times with the dock and I always have to do a full restart to fix it. Come on @115858 https://t.co/PlHkTVi0Tq",666688,2296238,AppleSupport,False,Sun Nov 12 21:20:47 +0000 2017,@666688 We're here for you. Send us a DM with your current iOS version and we'll take a closer look at the issue there. https://t.co/GDrqU22YpT,2296239,2296240.0,2296238,,
1261265,for it to be renewed on november 11th?,415467,1261264,AppleSupport,False,Thu Oct 26 15:27:00 +0000 2017,@415467 Hi. We’re investigating and will update our System Status page as more info becomes available: https://t.co/Fcu0biZf0L,,1261265.0,1261264,,
2853889,After taking an appointment in apple store in UAE (mall of Emirates Branch) the technical Support said she is not convinced with the defect in the vibration and she can do nth and will not swap the phone  after waiting 3 hrs in the store(2/3)@AppleSupport,793356,2853888,AppleSupport,False,Mon Nov 27 20:14:00 +0000 2017,@793356 Thanks for reaching out. Let's take a look at this together in DM. https://t.co/GDrqU22YpT,,2853889.0,2853888,,
2237221,I used to be able to tell Siri to set a reminder when I get home the. She would ask me “what do you want to be reminded about?” Now she is asking for a time. Idk what time. Just when I get home. What gives @115858 #siriproblems,652385,2237220,AppleSupport,False,Fri Nov 10 18:46:30 +0000 2017,@652385 We’d love to help. Check out our guide for using Siri to set reminders here: https://t.co/xhjN1UbDF0 Send us a DM confirming which device and software version you’re using if we can help further. https://t.co/GDrqU22YpT,,2237221.0,2237220,,
2673942, YOU ARE RUINING MY LIFE my mac is on black screen and won't change AND I GOT COLLEGE APPLICATIONS DUE ON THE FIRST!! 💀😭😭😭,752770,2673941,AppleSupport,False,Tue Oct 31 12:20:00 +0000 2017,@752770 Let's get to the bottom of this together and you back up and running. DM us and we'll get started. https://t.co/GDrqU22YpT,,2673942.0,2673941,,
588109,Updated my iPhone 6 to IOS11.2 and now iTunes/music keep crashing and restarting.  Something is buggy with IOS 11.2,258979,588107,AppleSupport,False,Sun Dec 03 15:51:53 +0000 2017,"@258979 We want to help, as that's not the experience we want for you. Since this behavior occurred, have you tried restarting your device? To your knowledge, are any other apps having issues?",588108,588109.0,588107,,
1637821,y’all better fix this!! Can’t even type I️ in a sentence without looking dumb https://t.co/aBk3WQ6eTT,249389,1637820,AppleSupport,False,Sun Nov 05 22:06:27 +0000 2017,@249389 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,1637821.0,1637820,,
2756130,"No I'm not. All my music on the iPhone is still there, but my playlists are gone.",771392,2756132,AppleSupport,False,Wed Nov 22 01:55:00 +0000 2017,@771392 Are these songs all purchased from the iTunes Store?,"2756133,2756134",2756130.0,2756132,,
339171,"Why can’t I pull up the control panel, tap the music, and the app open? Why y’all change it? @AppleSupport",196981,339170,AppleSupport,False,Sat Oct 07 23:21:26 +0000 2017,@196981 Thanks for reaching out to us! You can message us with feedback here: https://t.co/J46COPJzUo,,339171.0,339170,,
2284094, https://t.co/wMtyD6llxv,663769,2284096,AppleSupport,False,Sun Nov 12 04:22:26 +0000 2017,"@663769 It's our pleasure. If there's anything you need in the future, reach out to us in DM. We'll be happy to help. https://t.co/GDrqU22YpT",,2284094.0,2284096,,
939155,iMessage not sending pics - any ideas why?,342628,939154,AppleSupport,False,Sat Nov 25 16:32:29 +0000 2017,@342628 We'd like to look into this with you. Can you tell us what happens when you try to send pictures? Does this only happen with specific contacts?,939153,939155.0,939154,,
1958499,@581041 Screwed my phone for good measure,581190,1959123,AppleSupport,False,Mon Oct 30 20:58:01 +0000 2017,@581190 We want to help. Please DM us details of the issues you're having with your iPhone and we'll work together there. https://t.co/GDrqU22YpT,,1958499.0,1959123,,
2170675,@516759 Those god dam explanation points and boxed question marks !!!!!! @115858 FIX IT !,636757,2170674,AppleSupport,False,Wed Nov 08 15:32:33 +0000 2017,@636757 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,2170675.0,2170674,,
2455295,Looks like @115858’s newest iOS update still hasn’t fixed that “I” bug because it’s still all over my phone.,703353,2455294,AppleSupport,False,Wed Nov 15 04:12:26 +0000 2017,"@703353 We can help. DM us, and let us know if you're seeing this in messages you're sending, or if its appearing in content or messages posted by others. We'll look into this. https://t.co/GDrqU22YpT",,2455295.0,2455294,,
2093781,This exclamation mark and question mark box is really starting to piss me off wtf is up!?!!?!!?,618653,2093780,AppleSupport,False,Wed Nov 08 05:16:28 +0000 2017,@618653 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,2093781.0,2093780,,
2028500,FIX THIS DAMN GLITCH @115858. RANDOMLY CLOSING MY MSG APP IS DRIVING ME INSANE.,599869,2028499,AppleSupport,False,Mon Nov 06 21:37:00 +0000 2017,@599869 We'd be happy to take a look and see what's going on. DM us the device this is happening on and the OS version it is running. https://t.co/GDrqU22YpT,,2028500.0,2028499,,
991768,Saying that my old number is the one that has my FaceTime and iMessage,354924,991771,AppleSupport,False,Sun Oct 22 18:14:35 +0000 2017,@354924 Let's follow the steps in the 'Remove your phone number' section here: https://t.co/R5zxAawOzV Let us know if this helps.,,991768.0,991771,,
2199227,In the span of 45 seconds; I went from 27 to 18% battery life (in Low Power Mode) on the 2nd day since I left iOS 10.3.3 @AppleSupport,553854,2199226,AppleSupport,False,Thu Oct 19 14:09:30 +0000 2017,@553854 Let's move over to a DM and discuss the battery issues further. We understand how vital the battery is. https://t.co/GDrqU22YpT,,2199227.0,2199226,,
2454575,@116333 me using iphone7plus so last 3days so my iPhone battery die last night my iPhone battery 38% morning pick my phone battery only 10% so pls@problem resolved,703145,2454574,AppleSupport,False,Wed Nov 15 03:23:00 +0000 2017,"@703145 Definitely sounds like something is going on if it's only lasting that long, so we go you. DM us and include which iOS version you're using. That way we can get to the bottom of this together. https://t.co/GDrqU22YpT",,2454575.0,2454574,,
416425,@115858 why does my touchscreen stop working everytime I use Apple Pay since upgrading to #iOS11. Works perfectly every other time,214328,416424,AppleSupport,False,Tue Oct 10 02:56:00 +0000 2017,@214328 We're here to help. Please meet us in DM and we'll take a look at this together. https://t.co/GDrqU22YpT,,416425.0,416424,,
2060070,@118936 @116333 app store crashes when open purchased tab in ios 11.0.2 with iPhone 8 Plus,609293,2060069,AppleSupport,False,Sat Oct 07 15:08:52 +0000 2017,@609293 Let's get the App Store back up and running. Have you tried forcing the app to close and restarting? DM us with the answer. https://t.co/GDrqU22YpT,,2060070.0,2060069,,
2299384,when tf are y’all gonna fix that issue with the letter “I️” because I’m tired of looking stupid when I️ post 😭😠,667410,2299382,AppleSupport,False,Sun Nov 12 15:48:28 +0000 2017,@667410 Thank you for reaching out to us. We'd like to gather more information from you. Can you provide us with the iOS version your device is running on? https://t.co/GDrqU22YpT,2299383,2299384.0,2299382,,
1544102,@478314 @478316 Help us out apple!,478315,2005420,AppleSupport,False,Sat Nov 04 05:11:56 +0000 2017,@478315 We're here to do just that. Have you tried the steps here? https://t.co/xU1AGHStV6 Let us know if you still need us in DM. https://t.co/GDrqU22YpT,,1544102.0,2005420,,
1338027,I didn’t know it wasn’t really disabled until searching 4 why it seemed to auto enable every morning after I turned it off the previous day,432091,1338025,AppleSupport,False,Fri Oct 27 15:00:21 +0000 2017,@432091 We don't have info on upcoming updates but suggest you leave your thoughts on this at our feedback site: https://t.co/J46COPJzUo,1338026,1338027.0,1338025,,
2284297,"@115858 Why does every fucking app restart even if you leave it running in the background? I got the new 8 a few weeks back and it's like multitasking has been erased. I leave an app to open another and when. I go back, it totally refreshes. Anything I was doing is list! 🖕🏻🖕🏻",304543,2284296,AppleSupport,False,Sat Nov 11 14:51:00 +0000 2017,@304543 We'd love to look into this with you. Which apps are they? Do you have Background App Refresh turned on for them? Let us know in DM and we'll get started. https://t.co/GDrqU22YpT,,2284297.0,2284296,,
2627760,"Hi, Currently I have iOS 11.2 beta 3. It’s showing blue screen when I call through WhatsApp. Previous version it doesn’t show.",712728,2627759,AppleSupport,False,Fri Nov 17 16:59:33 +0000 2017,@712728 We'd love to work with you. Let's meet up in DM and discuss it. https://t.co/GDrqU22YpT,,2627760.0,2627759,,
865608,"they kept my phone for about 8 days and when they returned it back,the body was damaged and even sound of some screw was comin",325562,865607,AppleSupport,False,Mon Oct 09 18:40:00 +0000 2017,@325562 We'd like to look into this with you. Please DM us more about what's happened. https://t.co/GDrqU22YpT,,865608.0,865607,,
2710525,I need a new phone ASAP! @115858 y’all real childish for messing everybody phone up once y’all drop some new shit!,171787,2710524,AppleSupport,False,Sun Nov 26 22:44:25 +0000 2017,@171787 We want to help you with any issues you’re experiencing. Can you provide us some more details about what’s going on? Which iPhone are you using? https://t.co/GDrqU22YpT,,2710525.0,2710524,,
1897477, has to be one of the worst services I've ever used !?!? Don't put me on hold saying you'll be 2 minutes and hang up after 5 😡,565524,1897476,AppleSupport,False,Tue Oct 24 17:21:00 +0000 2017,@565524 We'd like to see if we can help you out here via Twitter. Would you please join us in DM and let us know what's going on? https://t.co/GDrqU22YpT,,1897477.0,1897476,,
2562363,@115858 when are you going to fix this bug because am getting really annoyed. About to leave apple and return to droid.,727171,2562361,AppleSupport,False,Thu Nov 16 17:50:43 +0000 2017,@727171 We're happy to help with any issues you're experiencing. Please let us know a bit more about what's going on and we'll get started.,2562362,2562363.0,2562361,,
360272,how do I transfer a bunch of powerpoints and microsoft words from a lenovo android tablet to my ipad mini2?,201323,360270,AppleSupport,False,Sun Oct 08 16:57:00 +0000 2017,@201323 Help is here! Check out this article regarding moving from Android to iOS: https://t.co/5sQIZXtFhM,360271,360272.0,360270,,
184391,So @115858 has fixed that text bug with iOS 11.1.1. How about fixing the no sound bug when we screen recorded.,159397,184390,AppleSupport,False,Fri Nov 10 18:33:26 +0000 2017,"@159397 Let's take a look at this together. When you long press on the record button in the Control Panel, the option for Microphone Audio should appear. When you toggle it, does anything happen in the recording?",184389,184391.0,184390,,
1993613,@115858 why is the texting letter not working properly? Everytime I️ enter the letter....I️... it keep giving me this -&gt; I️,590004,1993612,AppleSupport,False,Fri Nov 03 13:50:31 +0000 2017,@590004 Thank you for reaching out to us about not being able to type the letter I. Which iOS version do you have? Please DM us. https://t.co/GDrqU22YpT,,1993613.0,1993612,,
2947140,Anyone know why the “Open” button background is spinning? #ios #bug #iphonex #appstore #apple #ios11 #BugBounty https://t.co/WeObFOkSIH,813996,2947139,AppleSupport,False,Wed Nov 29 15:47:29 +0000 2017,"@813996 Let's get this figured out together. Are you only seeing this with the apps shown in your recording? Also, have you tried closing the App Store app, then restarting your iPhone? If not, let's give that a try first.",,2947140.0,2947139,,
1774679,On top of that my daughter’s brand new 8 plus - bought two days ago - crashed and won’t even turn on. What is happening with your brand?,533325,1774678,AppleSupport,False,Wed Nov 08 04:41:51 +0000 2017,@533325 We're here to help get this sorted out for you. DM us and we'll see what we can do to assist. https://t.co/GDrqU22YpT,,1774679.0,1774678,,
2049899,"querida @115858 vc pode resolver esses bugs do ios 11 por favor, agradeço desde já",606188,2049897,AppleSupport,False,Wed Oct 18 23:31:52 +0000 2017,@606188 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3w3RGR,2049898,2049899.0,2049897,,
